flight_id,flight_date,total_payload_kg,total_volume_cubic_m,uld_count,shipment_count,weight_utilization_percent,revenue_per_flight_usd,fuel_efficiency_kg_per_ton,co2_emissions_kg
QR1010F,2024-08-09,2318.35,15.06,3,5,2.32,18034.91,444.64521477025284,7685.016174551877
QR1011F,2024-08-15,4198.56,26.21,3,6,4.2,35965.009999999995,467.3788717275373,11277.549026125502
QR1012F,2024-11-06,9845.25,19.84,8,11,9.85,65893.71,426.88152241179756,32744.2820516383
QR1013F,2024-11-11,4048.74,13.2,5,7,4.05,39291.26,519.2469279554414,11644.672520272241
QR1014F,2024-09-15,1918.95,17.76,6,6,1.92,11026.08,366.8320667189656,6107.502823503304
QR1016F,2024-10-12,2507.87,9.89,3,3,2.51,17456.57,539.159111357581,8670.79605124068
QR1017F,2024-06-14,1243.21,3.24,4,4,1.24,11538.910000000002,427.87141351684613,3978.2200035404735
QR1018F,2025-01-08,7704.14,20.77,12,15,7.7,65829.38,432.6469425059285,25569.65587099569
QR1020F,2024-02-24,15.75,0.92,1,1,0.02,147.43,489.60853783594644,42.28712773911877
QR1021F,2024-07-05,2831.55,5.67,5,6,2.83,19470.71,383.0238337353092,7237.699483641215
QR1022F,2024-03-21,2254.88,0.29,0,1,2.25,15829.28,475.418504939798,7824.039092083594
QR1023F,2024-04-19,599.96,8.86,1,1,0.6,3599.74,492.5047147868071,1711.910652602014
QR1024F,2024-08-18,6644.55,7.23,6,8,6.64,52587.89,477.07760250681196,17566.200636048146
QR1025F,2024-06-27,1307.67,5.91,0,3,1.31,12847.099999999999,446.61211863391543,4039.905704748422
QR1026F,2024-11-01,8852.86,22.1,15,15,8.85,59960.42,450.6987452929758,27745.23631095163
QR1027F,2024-01-10,270.29,3.08,0,1,0.27,1897.46,474.84102370137066,997.2623610025951
QR1028F,2024-01-30,401.45,0.27,1,1,0.4,2818.19,502.5254712268943,886.8549490694286
QR1029F,2024-09-04,1395.98,8.9,4,6,1.4,7749.219999999999,464.0559353922092,3854.5528179227185
QR1030F,2024-07-31,549.54,2.77,1,1,0.55,7913.41,495.0328092119371,1150.9686659838364
QR1031F,2025-01-30,6236.73,21.54,7,11,6.24,30342.82,408.6645734130686,20360.815917408203
QR1032F,2024-02-28,187.41,2.14,1,1,0.19,2698.67,411.45873292957555,410.7399142984821
QR1033F,2024-02-15,1235.33,0.2,1,1,1.24,5188.38,397.4218655567589,3502.682582026429
QR1034F,2024-07-04,3333.92,12.19,8,9,3.33,25244.25,458.0579502561999,7835.055679847086
QR1036F,2024-08-04,3889.67,10.3,4,5,3.89,37791.840000000004,424.8237719496344,10277.381776725457
QR1037F,2024-07-25,1941.74,5.65,4,6,1.94,10953.050000000001,379.0654355336156,6212.7154044254985
QR1038F,2025-01-03,5785.83,37.98,14,15,5.79,38946.969999999994,402.51244496337347,20510.271437217878
QR1041F,2024-05-15,397.91,4.87,1,2,0.4,2528.8999999999996,505.557770324485,1192.1497736311514
QR1042F,2024-12-17,2087.34,17.21,6,6,2.09,12078.27,385.9692694459267,7976.793942472785
QR1043F,2024-05-17,1207.42,3.57,2,3,1.21,9580.740000000002,478.9598068150014,3769.3575431122063
QR1044F,2024-07-15,98.43,0.15,1,1,0.1,413.42,320.68681829774374,265.72830475102876
QR1045F,2024-04-25,672.45,3.89,3,3,0.67,4272.03,507.62282997668416,2045.1950598550602
QR1046F,2024-09-14,143.94,2.74,1,1,0.14,863.65,410.1965690538209,492.7632505198493
QR1047F,2024-12-22,11129.76,31.98,15,18,11.13,68304.02,550.8900684488924,31684.788194135763
QR1049F,2024-01-31,237.96,0.53,1,1,0.24,1670.5,305.18360887181854,649.6897006237153
QR1050F,2024-02-20,211.82,1.36,1,1,0.21,1486.98,429.2308278699036,633.9866126728272
QR1051F,2025-01-09,9313.91,47.59,17,20,9.31,64300.10999999999,463.83593926454046,29002.693099955126
QR1052F,2024-04-16,1974.79,8.59,1,3,1.97,12366.560000000001,353.30828191778164,5351.577796536091
QR1054F,2024-07-27,5884.16,14.97,7,8,5.88,51715.09,345.40174484690095,17603.775333309375
QR1055F,2024-11-14,1107.48,2.72,1,2,1.11,10184.8,432.3601714506025,3454.817403648106
QR1056F,2024-11-14,4320.72,38.86,9,13,4.32,19541.010000000002,510.8274289026685,18230.056289495013
QR1057F,2024-06-14,2122.66,13.54,5,6,2.12,13229.03,435.6020254356314,4730.911303150937
QR1058F,2024-05-05,2728.01,6.68,2,3,2.73,9831.77,471.0370440627503,8195.178536463653
QR1059F,2024-05-16,967.06,1.88,1,1,0.97,3481.4,417.7230996070572,3916.7054888042894
QR1061F,2024-07-04,3826.03,10.12,2,3,3.83,15777.46,378.9748867433972,9316.239719859534
QR1065F,2024-06-30,21.4,7.8,0,1,0.02,150.25,461.97158709971836,86.56532334169893
QR1066F,2025-01-06,6523.56,30.97,14,15,6.52,48067.97,468.5518889248949,14937.91417094418
QR1070F,2024-12-19,997.34,10.6,2,4,1.0,8575.26,476.85319193877694,2419.604246275108
QR1072F,2025-01-10,12098.66,42.11,15,23,12.1,83655.56000000001,435.44905345605616,32231.522921862786
QR1073F,2024-11-02,3540.61,13.89,7,8,3.54,29909.090000000004,448.44127118101295,12223.24084478403
QR1074F,2024-11-06,445.26,6.03,2,2,0.45,3495.67,445.83651765394484,1338.3468019163734
QR1075F,2024-10-18,107.36,0.36,0,1,0.11,1004.86,457.14627598008997,214.9689593344182
QR1076F,2024-11-29,973.2,12.46,4,5,0.97,5745.94,476.9675448981576,3644.739001270487
QR1077F,2024-09-15,4303.51,16.82,7,9,4.3,34551.19,390.19654756979764,13673.305701015364
QR1078F,2024-12-06,3385.22,13.52,4,6,3.39,25258.799999999996,496.87163195252333,12488.57690257953
QR1081F,2024-04-05,793.22,2.13,0,2,0.79,8954.43,387.99198035817165,2079.3421914513597
QR1082F,2024-08-29,1420.87,0.64,1,2,1.42,8651.470000000001,443.4295302863664,3190.520510766961
QR1084F,2024-09-15,8378.47,31.99,7,10,8.38,57460.060000000005,507.59481874441366,26375.289550797526
QR1085F,2024-09-29,5533.88,22.5,9,12,5.53,31941.780000000006,467.4604044718998,16308.93126738071
QR1086F,2024-06-18,1827.72,4.38,1,1,1.83,12830.57,452.9439900810955,4627.711134057607
QR1087F,2024-05-28,410.5,6.05,1,2,0.41,1733.3300000000002,391.7007022827953,1164.9517380519321
QR1088F,2024-09-05,1020.49,4.87,3,4,1.02,4433.47,446.50300508476977,2366.4455777761673
QR1089F,2024-01-18,415.58,2.52,0,1,0.42,4488.24,474.4032302171564,1296.485583902212
QR1090F,2024-05-09,5429.34,7.46,3,4,5.43,43340.479999999996,453.98722712210326,17402.905451285736
QR1091F,2024-11-19,6914.36,25.27,8,11,6.91,45205.549999999996,442.37036915768505,16637.827625160306
QR1092F,2024-08-26,1288.36,1.8,1,1,1.29,4638.08,385.6215399967745,2824.4681208230777
QR1093F,2024-07-07,2539.09,10.17,4,6,2.54,15961.98,488.8161674396859,7557.833732171601
QR1094F,2024-12-12,2902.42,5.45,5,5,2.9,23999.17,471.7317193927197,9351.041814839378
QR1096F,2024-11-28,3451.94,16.89,8,8,3.45,25849.77,464.9102300523636,9986.78380452115
QR1098F,2024-03-20,1725.68,4.31,1,1,1.73,10354.08,447.72955918897014,4521.187304218539
QR1099F,2024-11-28,1414.51,0.64,1,1,1.41,9929.89,418.03930205604917,3376.526200769633
QR1100F,2024-12-01,2033.61,9.74,4,4,2.03,14820.57,360.69506167826603,5869.100459733312
QR1102F,2024-05-02,1255.04,0.23,1,1,1.26,11747.21,472.8219159007355,4776.482006760244
QR1103F,2024-08-19,2439.26,0.39,1,2,2.44,21066.43,541.8526508231407,8382.704970716417
QR1104F,2024-10-08,2060.06,8.02,5,6,2.06,14871.560000000001,410.5898984692211,7272.001631989042
QR1105F,2024-09-23,3530.43,35.91,9,13,3.53,29367.95,478.9986931530166,11250.411637057654
QR1106F,2024-03-12,1459.92,1.07,1,1,1.46,15767.16,394.0299287845187,4484.212136679865
QR1109F,2024-05-29,3015.05,5.09,1,3,3.02,12450.26,426.5343228759691,10710.308945282506
QR1111F,2024-07-02,60.19,0.29,1,1,0.06,252.8,409.279569335069,180.87850782032018
QR1112F,2024-09-17,3201.12,7.93,5,5,3.2,22721.670000000002,297.10996076052294,7407.1919234500465
QR1113F,2024-04-20,330.79,6.78,2,3,0.33,1935.1599999999999,428.8274135966101,817.9228420074822
QR1114F,2024-09-30,1322.98,3.09,1,2,1.32,11322.93,409.97412378414856,3503.362945604739
QR1115F,2025-01-11,6803.28,21.38,12,15,6.8,43749.34,388.5152896160467,12448.684383369924
QR1116F,2025-01-06,2038.32,20.3,6,6,2.04,12619.05,420.26209638235696,5382.025661204144
QR1117F,2024-09-07,3251.16,7.39,6,6,3.25,24870.100000000006,554.5426791991625,14734.642132912577
QR1118F,2024-12-01,7482.14,56.72,19,22,7.48,51145.61,366.47549801789273,20400.261454222033
QR1119F,2024-10-29,3232.58,26.29,6,8,3.23,24364.38,502.4166161498615,6082.581978092599
QR1120F,2024-12-03,6326.93,29.02,10,12,6.33,42681.88,420.5540125861242,21600.49004455543
QR1122F,2024-07-03,209.2,3.03,2,2,0.21,753.0999999999999,444.3368633580012,585.4412700227587
QR1123F,2024-04-18,740.09,11.87,2,2,0.74,7102.48,427.47242325958496,2344.036927131589
QR1125F,2024-06-21,2758.0,9.06,5,6,2.76,21341.29,474.83080751703534,7823.038465597742
QR1126F,2024-12-13,6382.44,16.09,13,15,6.38,49323.43,410.76957727599483,25074.872704425627
QR1127F,2024-05-24,1509.67,2.85,1,1,1.51,10597.89,486.1968336769674,4111.113674260601
QR1128F,2024-12-07,1658.81,5.59,5,5,1.66,10305.529999999999,454.24382533281033,4863.781790807657
QR1129F,2025-01-24,7695.18,17.93,10,15,7.7,47205.12999999999,453.4345776968153,24221.84392960718
QR1130F,2024-08-03,4921.89,30.16,9,12,4.92,32159.53,318.80749187349545,9173.775605937419
QR1131F,2024-04-16,945.35,11.82,2,3,0.95,9442.57,434.2331119362536,2648.010977903775
QR1132F,2024-08-05,746.92,9.36,2,3,0.75,3831.33,527.1647506445555,1564.774219946746
QR1133F,2024-07-25,40.7,1.65,0,1,0.04,439.52,373.7414145766507,107.14122472903351
QR1134F,2024-09-29,3916.3,10.37,7,10,3.92,28277.65,398.4408572417443,11643.67558728565
QR1135F,2024-09-17,1448.98,7.46,2,3,1.45,12633.18,499.10235974125453,5785.972389276437
QR1137F,2024-11-18,2271.91,23.37,6,8,2.27,13774.700000000003,547.4770409471702,5822.374698366794
QR1138F,2024-07-12,9053.23,22.18,9,10,9.05,54467.33,465.1166253298694,28991.22380135966
QR1139F,2024-05-18,3963.07,7.66,3,4,3.96,24095.319999999996,395.89741957165114,12887.755643694687
QR1140F,2024-04-12,28.01,1.24,1,1,0.03,235.29,359.5240948626397,80.82084059502711
QR1141F,2024-12-19,672.93,9.34,1,2,0.67,8218.8,386.20318931501515,1853.1813166651639
QR1142F,2024-12-19,3935.03,33.82,9,10,3.94,26312.059999999998,467.4482025390937,14234.536768983739
QR1143F,2025-01-25,12259.4,75.86,21,26,12.26,99562.67000000001,424.11685101323826,42310.32142154654
QR1144F,2024-02-18,9.55,0.46,1,1,0.01,67.03,415.4697952799672,31.45815388102258
QR1146F,2024-06-01,2048.05,6.08,3,4,2.05,11462.849999999999,463.42483912545043,5005.797759602456
QR1147F,2024-08-27,302.03,4.68,1,1,0.3,1087.29,434.0572880648687,857.0406861814622
QR1148F,2024-05-07,359.56,4.57,2,2,0.36,1767.26,431.27049778870696,832.4188297357556
QR1149F,2024-09-17,4188.98,17.38,8,9,4.19,28177.120000000003,462.08926042110335,17721.093530281934
QR1150F,2024-07-31,4643.03,16.02,6,9,4.64,34830.20999999999,426.8174711850569,17033.648698666984
QR1151F,2024-11-28,3797.56,30.78,14,15,3.8,28177.6,562.297073553882,10562.401800990681
QR1152F,2024-09-30,2391.53,11.01,4,6,2.39,20764.28,333.8529069209018,6259.790844010684
QR1153F,2024-07-11,2373.83,5.03,3,3,2.37,22219.079999999998,351.28255117231527,7992.892230739637
QR1156F,2024-10-03,8032.88,24.67,12,14,8.03,59732.12,433.1018070996498,25157.230805396004
QR1157F,2024-10-31,939.11,4.95,4,4,0.94,4949.08,405.76049503125626,3972.8784043791334
QR1158F,2024-05-06,380.33,3.04,2,3,0.38,2669.9,569.0171525988528,890.4230229235066
QR1159F,2024-08-02,5944.55,4.24,3,4,5.94,30278.32,440.566184546691,22361.28372011476
QR1160F,2024-11-01,2218.43,12.11,5,5,2.22,12929.31,510.924025109781,7238.592305361859
QR1161F,2024-09-15,3380.76,11.4,6,7,3.38,21499.130000000005,421.421818419641,9137.151234102977
QR1162F,2024-09-19,1752.27,12.26,1,4,1.75,7652.720000000001,474.4352742039182,5048.058315426094
QR1163F,2024-09-21,1581.61,13.03,6,6,1.58,11065.83,578.3794471341408,3294.5682738657797
QR1164F,2024-11-09,2708.7,25.06,6,8,2.71,13356.15,466.9752575999329,9572.564357419085
QR1165F,2024-08-25,172.58,0.1,1,1,0.17,724.84,375.6705086516125,632.5219268910955
QR1167F,2024-11-16,549.09,0.52,2,2,0.55,3028.67,449.41388817199277,1611.659007750593
QR1168F,2024-11-23,3206.87,10.65,4,6,3.21,18486.97,339.5954164605857,7869.534919354548
QR1169F,2024-02-27,713.63,4.16,1,2,0.71,5388.780000000001,471.4548449373181,2761.590409243661
QR1171F,2024-11-08,4471.75,23.19,9,10,4.47,29629.64,416.49590113991394,12618.68045827704
QR1172F,2024-07-13,4687.26,11.65,6,9,4.69,35615.439999999995,455.04682077187476,11292.129825186143
QR1173F,2024-09-30,2297.34,4.13,4,5,2.3,10593.43,480.9938086221716,6949.946758486057
QR1175F,2024-05-22,616.81,1.56,1,1,0.62,4329.98,521.3442504603809,1622.2714047188563
QR1176F,2024-06-27,1710.17,2.86,2,3,1.71,8815.32,369.5594648773106,4798.912580371919
QR1177F,2024-11-14,1676.55,5.48,4,4,1.68,15231.32,341.11890598632726,5037.026331253623
QR1178F,2024-09-26,1796.96,10.47,4,4,1.8,11916.009999999998,334.65126502445946,5668.572487770032
QR1179F,2024-10-19,1419.53,9.0,1,3,1.42,10730.88,403.6362111227428,5819.212425029583
QR1180F,2024-06-17,2432.41,14.35,2,4,2.43,20726.670000000002,518.186619861454,5192.211907191304
QR1181F,2024-02-10,33.17,0.23,1,1,0.03,119.4,417.94831647556765,67.35181252990085
QR1182F,2024-10-29,1700.04,13.26,5,5,1.7,14078.070000000002,543.9290400342172,5943.16406393329
QR1184F,2025-01-06,1331.84,3.13,2,2,1.33,11935.59,445.4418696478436,3260.2932999285167
QR1185F,2024-02-06,802.32,5.22,1,3,0.8,5773.74,448.30668695166923,2669.5846009103757
QR1186F,2024-06-23,2322.05,6.89,2,2,2.32,16285.990000000002,419.71535624121327,5634.928660401143
QR1187F,2024-09-08,1160.57,0.57,2,2,1.16,6804.32,375.6434794370879,4245.346061278057
QR1188F,2024-09-19,3901.66,23.85,10,10,3.9,32138.75,278.84505629974564,10329.12065570824
QR1189F,2024-12-02,23849.14,74.78,22,33,23.85,157148.21999999997,437.1746353420106,69664.90750992327
QR1190F,2024-06-25,1338.64,6.67,3,3,1.34,7015.08,434.3050645740876,4939.2531201583915
QR1191F,2024-03-31,1000.28,2.22,1,1,1.0,4201.17,537.5374262942707,2847.3092787050746
QR1192F,2024-12-27,752.52,6.66,3,3,0.75,4134.34,497.74016846597254,2287.3936133327547
QR1193F,2024-08-18,1748.71,5.21,2,3,1.75,16367.88,537.1486842503647,5348.880719102736
QR1194F,2024-06-12,133.23,0.13,1,1,0.13,1918.5,429.77409647177365,398.28762494922415
QR1195F,2024-12-09,3617.2,8.27,5,5,3.62,40630.899999999994,472.3784336142859,12330.752853474416
QR1197F,2024-06-01,1295.04,2.82,2,3,1.3,7976.4,458.20229596538775,3912.4211336899043
QR1198F,2024-06-20,788.82,3.53,3,3,0.79,5365.139999999999,398.3337267738161,2038.213884043997
QR1199F,2024-04-11,864.34,1.55,1,2,0.86,5079.24,464.64256459605963,2668.0031528533345
QR1201F,2024-01-23,352.68,0.41,0,1,0.35,2475.78,389.334456856825,945.2693029308826
QR1202F,2024-12-19,12843.9,53.87,20,25,12.84,89198.98,383.4291963507736,35261.11058516849
QR1203F,2024-03-22,1859.84,5.27,2,3,1.86,8279.36,452.40032097718336,7424.5198650030825
QR1204F,2024-10-01,1127.94,2.35,2,2,1.13,7191.400000000001,411.9342177873553,3155.4069311857884
QR1206F,2024-09-11,1287.6,15.13,3,4,1.29,8544.99,352.10609946358295,3119.825751038013
QR1207F,2024-10-30,4969.76,21.39,8,9,4.97,36062.79,419.08501516636164,11490.347626221283
QR1208F,2024-09-20,5751.93,12.99,7,8,5.75,32072.879999999997,556.5423955482448,18682.915455086262
QR1209F,2024-07-15,1016.29,16.24,7,7,1.02,5209.209999999999,434.7317976587211,3705.313910755931
QR1210F,2024-12-21,18990.74,48.52,22,25,18.99,129903.24999999999,490.4947642586332,54867.69219790168
QR1211F,2024-02-15,485.99,0.58,1,1,0.49,2915.96,487.16538123125747,1607.6449037635825
QR1212F,2024-07-20,729.11,0.5,1,1,0.73,6824.5,451.86935695477035,1854.8325110004314
QR1213F,2024-12-09,3535.79,21.98,9,11,3.54,34617.45,563.5269737098397,10609.319242248102
QR1214F,2024-10-03,2198.63,22.02,7,8,2.2,15233.48,507.91705310096154,6424.934494731864
QR1215F,2024-04-30,349.72,1.73,0,1,0.35,1468.82,481.58229191450397,1027.1543283883764
QR1216F,2024-07-04,391.95,2.39,1,1,0.39,2751.5,474.9263569784266,1183.557370006241
QR1217F,2024-05-17,326.53,5.02,2,2,0.33,2292.27,387.4943579638615,1145.7988954380407
QR1218F,2024-08-13,1731.19,4.68,3,3,1.73,20832.03,373.03968751607493,4064.663846665178
QR1219F,2024-06-06,2444.0,11.16,4,6,2.44,11251.900000000001,484.12033993953753,8312.544804148645
QR1220F,2024-10-05,1817.04,20.38,4,4,1.82,9581.119999999999,416.419207917814,6088.856239803049
QR1222F,2024-08-06,649.94,3.35,0,1,0.65,2729.75,501.93643799034913,1632.9550447281322
QR1224F,2024-10-20,340.68,0.17,0,1,0.34,2391.57,428.9976295889912,797.4935704135305
QR1225F,2024-08-30,2091.59,5.8,1,3,2.09,11780.779999999999,376.11494649739944,6146.952192033061
QR1226F,2025-01-25,5471.46,17.11,10,11,5.47,33586.86,377.3210734331244,18281.993639890774
QR1227F,2024-12-13,4022.31,17.51,13,13,4.02,30633.649999999998,458.39733953942726,12865.627953290348
QR1228F,2024-09-11,1985.93,0.88,2,2,1.99,8239.26,523.7550644149719,5245.312348521561
QR1229F,2024-06-24,1095.36,5.58,5,5,1.1,9719.7,451.2943444170636,3692.449260849228
QR1230F,2024-09-18,4579.38,33.35,6,10,4.58,31816.72,469.36542421906427,16230.001571546145
QR1231F,2024-05-06,3449.61,11.94,5,6,3.45,21377.97,371.8742530611114,14556.150466017885
QR1232F,2024-06-02,1117.57,2.01,0,1,1.12,4693.81,387.88698531736605,3350.037695010767
QR1233F,2024-10-03,3658.2,19.39,3,6,3.66,29910.24,505.9000137828145,10989.27663286968
QR1234F,2024-10-12,7384.77,17.37,5,8,7.38,64924.33,500.6390133980704,24543.221289184035
QR1235F,2024-02-12,326.17,6.74,1,1,0.33,1369.91,431.56331657432577,1234.184742211945
QR1237F,2024-07-25,1244.55,6.89,3,3,1.24,6503.290000000001,396.86735314243725,3277.3430366218104
QR1240F,2024-10-10,823.87,3.22,3,3,0.82,6160.83,456.923241479547,2364.6073286492096
QR1242F,2024-04-21,1290.78,2.75,5,5,1.29,5418.9,415.1509062019146,4433.218987955752
QR1243F,2024-03-04,349.3,9.58,1,1,0.35,1257.46,454.48138875106173,1080.406720570439
QR1244F,2024-04-16,4136.78,9.94,2,3,4.14,33412.82,470.12752064965144,11203.431730039169
QR1245F,2024-02-05,76.1,0.91,1,1,0.08,456.61,402.6606636598854,250.66912773749524
QR1246F,2024-07-27,4926.47,14.1,4,7,4.93,32323.190000000002,549.9406714825504,11097.13971227068
QR1249F,2024-12-23,5219.7,13.23,5,8,5.22,30296.89,482.1563118340769,20767.050085918232
QR1250F,2024-03-07,1029.15,0.95,1,1,1.03,14819.7,453.4643862687539,2937.024560479965
QR1251F,2024-03-22,763.25,4.57,2,2,0.76,4963.6,435.81409051417637,1984.9602089753785
QR1252F,2024-03-21,258.12,6.36,2,2,0.26,2320.5,440.2374973753539,525.2304042807601
QR1253F,2024-11-20,459.58,1.67,1,1,0.46,4301.65,491.66794940924444,1621.4687433792496
QR1254F,2024-12-13,13044.23,46.29,24,25,13.04,92263.81999999999,366.779287553563,49410.130939770075
QR1255F,2024-07-09,5096.21,21.89,3,5,5.1,35111.0,396.3190795197099,16753.315667664396
QR1257F,2024-10-30,6282.45,18.64,10,12,6.28,39656.909999999996,422.871303803102,14055.833934653172
QR1259F,2024-06-10,1880.05,1.9,3,3,1.88,15224.95,457.4553175153641,6370.406589451427
QR1260F,2025-01-20,9625.96,42.78,20,21,9.63,61639.670000000006,450.5192288244462,20147.498075487707
QR1261F,2024-08-26,5755.38,12.57,8,9,5.76,48214.14,431.698514858796,21897.48752770303
QR1262F,2024-07-09,701.35,5.0,2,2,0.7,7082.89,374.38041352514534,2486.8718335742774
QR1263F,2024-05-11,365.02,2.87,1,1,0.37,3416.6,448.78149008183027,1123.055204614184
QR1266F,2025-01-10,7061.16,23.91,13,14,7.06,53737.609999999986,465.913734191021,13794.606040763327
QR1267F,2024-08-01,2929.13,4.43,3,5,2.93,22748.05,346.5135815059009,8438.814629206001
QR1268F,2024-09-21,5063.38,11.65,10,12,5.06,42742.549999999996,433.88610460933944,19816.91991164309
QR1269F,2024-09-23,4586.14,23.1,11,11,4.59,24971.939999999995,499.66000331730197,15807.585865125233
QR1270F,2024-04-02,703.85,1.05,0,1,0.7,2533.85,470.17597851969634,2165.1119819845844
QR1271F,2024-09-28,5780.79,9.88,7,8,5.78,45288.44,385.19301416470864,18522.239383686247
QR1273F,2024-07-08,4299.38,11.13,9,10,4.3,40292.1,466.27068025023215,9381.330260956645
QR1274F,2024-02-29,66.56,1.09,1,1,0.07,467.28,452.36776584138096,161.7651348143227
QR1275F,2024-11-22,4648.77,30.39,10,12,4.65,26884.64,383.678200253287,13283.70743795574
QR1279F,2024-11-01,4704.75,16.53,6,9,4.7,40723.00000000001,436.8792221016949,14999.750388289845
QR1280F,2024-07-28,2161.5,2.4,3,3,2.16,14941.779999999999,302.26515193362206,7091.125463298488
QR1281F,2024-12-16,3794.99,13.98,7,9,3.79,25378.72,427.5192308938066,10589.133504551235
QR1282F,2024-06-27,1365.27,15.09,3,3,1.37,4979.74,523.5331753990138,4252.413958739262
QR1283F,2024-09-05,218.58,0.11,1,1,0.22,786.9,511.95471948992497,621.7954429642905
QR1284F,2024-12-21,9385.8,17.76,6,10,9.39,88016.16,392.41871787316927,30507.01708216413
QR1285F,2024-10-08,2079.86,10.19,4,5,2.08,16637.949999999997,499.3291945222533,6426.106416291416
QR1286F,2024-04-01,1129.11,3.21,3,3,1.13,5492.660000000001,505.77428099645425,3319.774800491703
QR1287F,2024-12-04,2970.68,9.33,4,6,2.97,26529.279999999995,472.9713694103405,6722.7217740847545
QR1288F,2024-08-02,1493.09,10.73,4,5,1.49,11395.64,447.8670991635161,4407.857153483652
QR1289F,2024-11-10,7520.22,37.59,21,22,7.52,60147.73999999999,438.41731762306875,25833.268626236764
QR1290F,2024-06-12,1287.1,8.42,2,3,1.29,7857.48,488.6442622672867,3559.4246482856183
QR1292F,2024-06-20,887.9,3.71,0,1,0.89,6233.07,521.9475375709245,2746.2235421516148
QR1294F,2024-12-16,1828.89,7.49,4,5,1.83,11230.76,338.94698946533515,6297.894198815102
QR1295F,2024-10-20,5108.66,19.28,11,13,5.11,29571.279999999995,497.7980599143764,10141.37904974477
QR1296F,2024-10-26,409.68,1.71,3,3,0.41,4305.23,459.4251378307386,1203.4537678188983
QR1297F,2024-09-30,2526.34,12.2,3,3,2.53,29544.05,484.0608813295421,7466.431481035248
QR1299F,2024-09-03,1732.46,3.52,4,4,1.73,10438.630000000001,420.3727560351792,5642.718675702639
QR1300F,2024-05-26,677.92,9.17,3,3,0.68,3358.3999999999996,361.8180499587719,2407.4787294272223
QR1301F,2024-03-15,296.68,1.68,1,1,0.3,2776.91,433.3005931171342,1286.7810251779454
QR1302F,2024-09-29,687.01,2.08,2,2,0.69,4619.12,427.9675382562449,2228.63374083749
QR1303F,2024-12-20,8080.74,37.12,11,14,8.08,37202.93,492.7998040659806,26303.475538017312
QR1304F,2024-08-20,35.15,0.49,0,1,0.04,147.61,500.90034902366796,116.08069086303229
QR1305F,2024-09-07,4810.5,7.67,7,7,4.81,35101.119999999995,433.7399743151178,18882.294088652197
QR1306F,2024-08-27,1182.9,5.81,3,3,1.18,4532.32,535.419276344388,3612.9496490659503
QR1307F,2024-05-27,3.55,2.25,0,1,0.0,14.93,386.7031021632067,9.21644774890022
QR1308F,2024-09-29,1586.56,4.82,2,3,1.59,6481.52,402.1132615225255,4698.787908637456
QR1309F,2024-11-14,6328.86,7.81,4,6,6.33,41944.57,611.5581668388224,19091.892764511686
QR1311F,2024-04-23,1726.32,5.57,1,2,1.73,12504.34,523.3143108678296,5522.219654743174
QR1312F,2024-12-07,687.82,4.17,4,4,0.69,6393.52,447.4380790201995,1684.1890004080808
QR1313F,2024-02-21,47.41,0.2,1,1,0.05,284.43,521.2125077957901,117.36190671346007
QR1316F,2024-11-23,6423.89,58.82,15,19,6.42,39959.87000000001,459.4461532002401,22638.062184532795
QR1317F,2024-11-21,3523.39,41.77,10,13,3.52,27811.260000000002,431.707111135298,9286.847633501495
QR1318F,2024-11-05,1602.29,5.62,3,3,1.6,10781.77,397.3833047941761,2148.8923861934795
QR1319F,2024-06-08,1124.46,1.51,4,4,1.12,8707.19,463.6873443956651,2392.1302113086194
QR1320F,2024-06-09,2945.31,2.48,3,3,2.95,15987.96,516.0871876723552,10725.9937154501
QR1321F,2025-01-11,3370.72,11.36,4,5,3.37,16691.469999999998,425.80824289061087,8327.15071320749
QR1323F,2024-02-10,136.1,2.03,1,1,0.14,1273.87,507.34619283763226,480.7234245971018
QR1324F,2024-06-03,3004.3,8.81,5,5,3.0,16157.04,516.2204940789028,10283.401076240101
QR1325F,2025-01-19,3195.04,15.11,5,6,3.2,23653.499999999996,478.6979617317834,11667.235627220796
QR1327F,2024-10-19,5518.45,15.66,7,8,5.52,36715.06999999999,403.67216359991585,18536.15675206481
QR1329F,2024-03-05,311.92,5.34,1,1,0.31,2919.59,531.5226146633341,831.8422437257492
QR1330F,2024-09-20,3061.2,12.42,4,5,3.06,22085.329999999998,420.2723072074139,7602.532298410795
QR1331F,2024-06-05,3671.47,11.67,6,7,3.67,21187.23,499.41156082340854,9829.17422442979
QR1332F,2024-02-26,118.43,2.2,0,1,0.12,426.36,458.1918899840188,291.323326143101
QR1333F,2024-05-27,1048.01,2.23,2,2,1.05,4473.15,455.2842320655112,3466.1353655343078
QR1334F,2024-07-04,1839.28,5.76,3,3,1.84,14948.0,431.7301390015435,4770.977302656275
QR1335F,2024-10-27,5834.69,11.1,5,6,5.83,35914.47,475.4418480589474,17251.118727966885
QR1336F,2024-03-16,1133.81,3.23,2,2,1.13,9009.97,400.0334914206237,4238.381695270464
QR1337F,2024-10-21,4775.3,20.61,11,11,4.78,32461.829999999998,415.91645954710356,13044.608089622241
QR1338F,2024-07-13,4173.84,26.58,10,10,4.17,39314.14,355.5194191177811,12075.67903215522
QR1339F,2024-11-15,4185.12,9.91,8,10,4.19,31125.020000000004,471.34379772227743,11722.145111607742
QR1341F,2024-10-23,3204.27,11.99,5,8,3.2,19090.54,479.57248864431193,8895.338577956238
