uld_id,uld_type,max_weight_kg,max_volume_cubic_m,purchase_date,current_status,current_location,last_inspection_date,total_flights
ULD003619,P6P,13608,36.0,2020-06-17,In Use,ORD,2024-11-26,63
ULD003620,AKE,1588,10.4,2022-10-02,In Use,FRA,2024-05-18,55
ULD003621,AAP,6032,16.0,2023-05-05,In Use,AMS,2023-07-04,50
ULD003622,AKH,1588,11.5,2022-02-14,Retired,DOH,2024-07-27,46
ULD003623,P6P,13608,36.0,2024-02-13,Under Maintenance,LAX,2023-08-16,54
ULD003624,P1P,6804,18.0,2021-02-17,In Use,CDG,2023-11-11,50
ULD003625,AAP,6032,16.0,2022-11-20,In Use,FRA,2024-08-24,50
ULD003626,AAP,6032,16.0,2023-05-09,In Use,CDG,2023-11-04,43
ULD003627,PAG,6804,18.0,2024-06-25,In Use,JFK,2024-12-18,44
ULD003628,AKE,1588,10.4,2023-04-01,In Use,MAD,2024-05-04,56
ULD003629,PMC,6804,18.0,2024-07-21,In Use,DEL,2023-06-18,44
ULD003630,PMC,6804,18.0,2022-10-01,Retired,SIN,2023-10-20,56
ULD003631,PMC,6804,18.0,2020-06-13,In Use,HKG,2024-11-15,49
ULD003632,P6P,13608,36.0,2020-11-08,Available,SIN,2024-02-11,54
ULD003633,AMA,6804,18.0,2023-04-21,In Use,JFK,2024-05-20,57
ULD003634,AKE,1588,10.4,2021-04-25,Available,ORD,2023-10-04,46
ULD003635,P1P,6804,18.0,2024-07-08,Retired,LAX,2023-12-21,41
ULD003636,AKH,1588,11.5,2022-08-31,Available,DXB,2025-01-20,46
ULD003637,P1P,6804,18.0,2021-03-08,In Use,DEL,2025-01-13,53
ULD003638,P1P,6804,18.0,2023-02-03,Available,MAD,2024-02-03,55
ULD003639,PMC,6804,18.0,2024-04-18,Available,LHR,2024-03-28,45
ULD003640,DQF,2449,7.0,2021-03-23,Available,LHR,2023-09-29,48
ULD003641,PAG,6804,18.0,2021-06-08,In Use,IST,2023-09-09,55
ULD003642,PMC,6804,18.0,2024-03-02,In Use,HKG,2025-01-23,58
ULD003643,AKH,1588,11.5,2023-09-20,In Use,DXB,2025-01-16,52
ULD003644,P6P,13608,36.0,2021-08-06,Available,HKG,2024-01-03,48
ULD003645,AAP,6032,16.0,2024-06-28,In Use,MEL,2024-04-11,50
ULD003646,AAP,6032,16.0,2022-10-18,Under Maintenance,AMS,2024-05-15,51
ULD003647,AMA,6804,18.0,2023-09-27,In Use,MEL,2024-08-20,59
ULD003648,AKH,1588,11.5,2020-06-01,In Use,AMS,2024-12-31,65
ULD003649,AMA,6804,18.0,2024-01-21,Available,MEL,2024-09-01,45
ULD003650,DQF,2449,7.0,2021-05-24,In Use,MEL,2024-07-01,58
ULD003651,PMC,6804,18.0,2023-08-12,In Use,CAN,2024-03-06,55
ULD003652,DQF,2449,7.0,2024-06-21,In Use,NRT,2023-11-09,44
ULD003653,AAP,6032,16.0,2023-12-29,In Use,DOH,2023-12-23,42
ULD003654,AMA,6804,18.0,2023-11-24,Under Maintenance,CAN,2024-05-06,45
ULD003655,PAG,6804,18.0,2023-11-29,Available,BKK,2024-10-29,54
ULD003656,AAP,6032,16.0,2024-10-01,In Use,BKK,2023-06-24,51
ULD003657,PMC,6804,18.0,2020-06-19,Available,BKK,2023-12-16,57
ULD003658,AAP,6032,16.0,2024-07-13,Available,NRT,2024-06-13,53
ULD003659,AAP,6032,16.0,2024-08-03,In Use,LAX,2024-01-20,52
ULD003660,DQF,2449,7.0,2020-11-26,In Use,DOH,2024-07-10,43
ULD003661,AMA,6804,18.0,2023-07-27,In Use,NRT,2023-09-18,56
ULD003662,P6P,13608,36.0,2023-03-25,In Use,SYD,2023-11-22,46
ULD003663,P1P,6804,18.0,2023-11-01,Available,IST,2024-04-27,54
ULD003664,PLA,4627,12.0,2021-08-11,In Use,SIN,2024-11-11,49
ULD003665,PAG,6804,18.0,2020-03-10,In Use,CAN,2024-11-29,48
ULD003666,P1P,6804,18.0,2020-12-13,In Use,SYD,2024-08-15,46
ULD003667,PLA,4627,12.0,2020-10-08,Under Maintenance,AMS,2024-10-28,54
ULD003668,AAP,6032,16.0,2024-09-26,Under Maintenance,AMS,2024-04-14,58
ULD003669,AAP,6032,16.0,2023-08-01,In Use,LAX,2024-12-02,53
ULD003670,AKE,1588,10.4,2022-03-10,In Use,JFK,2023-08-14,40
ULD003671,PAG,6804,18.0,2022-10-16,In Use,CDG,2023-06-23,60
ULD003672,AMA,6804,18.0,2024-02-16,In Use,DEL,2023-07-02,38
ULD003673,AKH,1588,11.5,2020-08-12,In Use,SYD,2023-12-22,58
ULD003674,PMC,6804,18.0,2021-11-08,In Use,DOH,2024-04-26,59
ULD003675,P1P,6804,18.0,2023-02-22,Under Maintenance,CDG,2023-09-27,50
ULD003676,PAG,6804,18.0,2022-03-02,In Use,LAX,2024-05-04,48
ULD003677,AKH,1588,11.5,2021-03-03,Retired,IST,2024-04-13,45
ULD003678,AKH,1588,11.5,2024-01-29,In Use,PVG,2024-07-12,51
ULD003679,P1P,6804,18.0,2022-05-11,Under Maintenance,LHR,2024-10-16,57
ULD003680,PMC,6804,18.0,2022-07-11,In Use,FRA,2023-12-24,56
ULD003681,AMA,6804,18.0,2021-01-13,In Use,SIN,2025-01-12,37
ULD003682,AMA,6804,18.0,2023-10-13,In Use,MAD,2024-09-20,54
ULD003683,AAP,6032,16.0,2022-11-09,In Use,DEL,2023-10-10,59
ULD003684,DQF,2449,7.0,2021-07-08,In Use,JFK,2024-06-03,52
ULD003685,AMA,6804,18.0,2021-11-19,Available,JFK,2024-04-22,51
ULD003686,AAP,6032,16.0,2020-02-03,In Use,LHR,2024-02-13,62
ULD003687,AMA,6804,18.0,2021-01-02,In Use,CAN,2024-01-01,49
ULD003688,P6P,13608,36.0,2023-02-19,In Use,HKG,2023-12-02,44
ULD003689,P1P,6804,18.0,2024-11-27,Under Maintenance,LHR,2024-12-11,47
ULD003690,PAG,6804,18.0,2021-03-27,Available,JFK,2024-02-10,50
ULD003691,AMA,6804,18.0,2024-07-14,In Use,MAD,2023-07-24,54
ULD003692,AKH,1588,11.5,2020-08-05,In Use,HKG,2023-10-05,51
ULD003693,P1P,6804,18.0,2024-10-02,In Use,DEL,2024-01-23,42
ULD003694,PMC,6804,18.0,2022-03-31,In Use,DOH,2024-12-30,44
ULD003695,P6P,13608,36.0,2024-07-04,In Use,HKG,2024-01-21,43
ULD003696,PMC,6804,18.0,2021-08-11,Available,CDG,2025-01-15,42
ULD003697,P6P,13608,36.0,2022-09-21,Available,DEL,2024-03-20,56
ULD003698,PMC,6804,18.0,2020-07-14,Retired,DXB,2025-01-18,49
ULD003699,PLA,4627,12.0,2020-07-13,In Use,AMS,2023-09-25,52
ULD003700,AAP,6032,16.0,2024-02-26,In Use,AMS,2024-04-29,50
ULD003701,P1P,6804,18.0,2022-08-04,In Use,BKK,2025-01-29,62
ULD003702,DQF,2449,7.0,2023-05-19,Under Maintenance,FRA,2024-10-06,52
ULD003703,PAG,6804,18.0,2024-04-01,In Use,PVG,2024-01-02,45
ULD003704,P1P,6804,18.0,2023-08-17,In Use,MAD,2024-06-13,49
ULD003705,AKH,1588,11.5,2021-01-24,Retired,SIN,2023-09-26,57
ULD003706,PMC,6804,18.0,2023-03-24,In Use,IST,2024-11-11,54
ULD003707,PMC,6804,18.0,2025-01-23,In Use,SIN,2024-12-07,46
ULD003708,AKH,1588,11.5,2021-07-03,Available,BKK,2023-09-04,55
ULD003709,AKH,1588,11.5,2024-08-30,Under Maintenance,MAD,2024-07-21,42
ULD003710,PAG,6804,18.0,2022-01-08,In Use,PVG,2023-09-17,44
ULD003711,AAP,6032,16.0,2020-10-24,In Use,HKG,2024-01-12,49
ULD003712,AMA,6804,18.0,2021-06-03,In Use,IST,2024-05-24,46
ULD003713,DQF,2449,7.0,2020-05-14,In Use,IST,2023-10-28,49
ULD003714,PMC,6804,18.0,2020-12-22,In Use,BKK,2023-12-25,41
ULD003715,P6P,13608,36.0,2021-04-23,In Use,NRT,2025-01-11,59
ULD003716,PAG,6804,18.0,2020-07-29,In Use,LAX,2024-12-29,47
ULD003717,AAP,6032,16.0,2024-05-26,Under Maintenance,DEL,2023-08-22,53
ULD003718,AAP,6032,16.0,2024-05-26,In Use,IST,2025-01-21,54
ULD003719,PMC,6804,18.0,2022-12-18,In Use,ORD,2025-01-26,55
ULD003720,DQF,2449,7.0,2022-10-14,In Use,DXB,2024-06-21,50
ULD003721,PMC,6804,18.0,2021-12-16,Under Maintenance,BKK,2023-09-28,49
ULD003722,PAG,6804,18.0,2023-11-25,In Use,MEL,2024-12-11,60
ULD003723,PAG,6804,18.0,2021-01-02,Available,MEL,2023-12-20,62
ULD003724,PMC,6804,18.0,2024-03-22,In Use,CAN,2024-05-22,45
ULD003725,PLA,4627,12.0,2024-11-19,Available,DOH,2024-11-14,40
ULD003726,PLA,4627,12.0,2024-11-19,In Use,ORD,2024-05-13,52
ULD003727,PAG,6804,18.0,2022-05-06,In Use,NRT,2024-10-04,61
ULD003728,PMC,6804,18.0,2021-07-01,Available,DOH,2023-11-04,39
ULD003729,AMA,6804,18.0,2024-05-28,In Use,DXB,2025-01-02,50
ULD003730,DQF,2449,7.0,2023-04-24,Available,DOH,2024-11-13,47
ULD003731,PAG,6804,18.0,2022-05-07,In Use,LAX,2024-08-08,53
ULD003732,PAG,6804,18.0,2023-07-24,In Use,CDG,2023-06-26,50
ULD003733,AMA,6804,18.0,2020-10-20,In Use,MAD,2024-05-23,67
ULD003734,DQF,2449,7.0,2024-06-28,In Use,FRA,2025-01-13,50
ULD003735,AAP,6032,16.0,2023-02-26,In Use,AMS,2025-01-02,51
ULD003736,P6P,13608,36.0,2023-08-18,In Use,LHR,2023-09-04,47
ULD003737,PLA,4627,12.0,2023-12-07,In Use,AMS,2024-11-22,38
ULD003738,AMA,6804,18.0,2024-05-13,In Use,DEL,2023-10-29,45
ULD003739,P6P,13608,36.0,2021-09-30,In Use,HKG,2024-04-05,51
ULD003740,AKE,1588,10.4,2023-01-05,In Use,DXB,2024-05-18,37
ULD003741,P1P,6804,18.0,2020-04-24,In Use,BKK,2025-01-07,53
ULD003742,AKH,1588,11.5,2022-03-03,In Use,JFK,2023-06-28,49
ULD003743,PAG,6804,18.0,2020-09-29,Retired,ORD,2023-10-17,51
ULD003744,AAP,6032,16.0,2020-02-19,Under Maintenance,CAN,2023-12-17,46
ULD003745,DQF,2449,7.0,2020-01-24,In Use,PVG,2023-08-01,64
ULD003746,AKH,1588,11.5,2023-03-15,In Use,MEL,2024-05-21,37
ULD003747,P6P,13608,36.0,2020-02-13,In Use,DXB,2024-02-12,60
ULD003748,P1P,6804,18.0,2023-01-14,In Use,BKK,2024-09-29,38
ULD003749,AKE,1588,10.4,2022-12-08,In Use,JFK,2023-09-06,47
ULD003750,PAG,6804,18.0,2021-02-04,Retired,SYD,2023-08-18,48
ULD003751,PMC,6804,18.0,2020-04-21,Available,CDG,2025-01-20,53
ULD003752,AAP,6032,16.0,2023-05-26,In Use,FRA,2024-04-23,43
ULD003753,PMC,6804,18.0,2023-05-13,In Use,CDG,2023-11-22,47
ULD003754,DQF,2449,7.0,2021-10-08,In Use,DOH,2024-11-24,46
ULD003755,AAP,6032,16.0,2024-12-28,In Use,ORD,2024-12-19,41
ULD003756,PLA,4627,12.0,2023-12-21,In Use,AMS,2023-08-31,49
ULD003757,AKE,1588,10.4,2023-12-16,Available,LHR,2023-07-28,55
ULD003758,P1P,6804,18.0,2021-11-29,In Use,CAN,2023-09-21,53
ULD003759,PLA,4627,12.0,2024-10-31,Retired,IST,2023-07-12,40
ULD003760,PAG,6804,18.0,2021-05-12,Available,AMS,2023-10-09,54
ULD003761,DQF,2449,7.0,2022-02-01,In Use,JFK,2024-05-11,58
ULD003762,AKH,1588,11.5,2020-08-27,In Use,PVG,2023-07-20,54
ULD003763,AKH,1588,11.5,2023-05-04,In Use,IST,2023-10-01,47
ULD003764,AKH,1588,11.5,2024-12-15,In Use,MAD,2023-08-12,52
ULD003765,P6P,13608,36.0,2022-04-06,In Use,CDG,2023-06-19,50
ULD003766,AKH,1588,11.5,2021-07-29,Available,ORD,2025-01-11,48
ULD003767,DQF,2449,7.0,2021-04-01,In Use,NRT,2023-08-20,36
ULD003768,PAG,6804,18.0,2020-02-27,In Use,CAN,2024-10-17,47
ULD003769,PAG,6804,18.0,2024-09-17,In Use,ORD,2023-06-10,55
ULD003770,AKE,1588,10.4,2024-10-28,In Use,BKK,2023-10-05,34
ULD003771,AKE,1588,10.4,2023-09-17,In Use,LAX,2023-10-26,45
ULD003772,AKE,1588,10.4,2020-01-26,In Use,MEL,2024-03-11,41
ULD003773,PLA,4627,12.0,2021-09-18,In Use,FRA,2024-02-17,42
ULD003774,P6P,13608,36.0,2022-11-19,In Use,MEL,2023-08-14,47
ULD003775,P1P,6804,18.0,2023-12-17,In Use,CDG,2023-11-17,50
ULD003776,P6P,13608,36.0,2025-01-14,Under Maintenance,CAN,2024-02-17,55
ULD003777,AAP,6032,16.0,2021-10-21,In Use,NRT,2024-03-26,45
ULD003778,AMA,6804,18.0,2020-12-18,In Use,HKG,2023-06-20,50
ULD003779,AKE,1588,10.4,2024-11-05,In Use,LHR,2024-04-02,44
ULD003780,AAP,6032,16.0,2023-09-22,In Use,JFK,2023-09-23,42
ULD003781,PAG,6804,18.0,2021-10-25,Under Maintenance,FRA,2024-01-03,53
ULD003782,AMA,6804,18.0,2023-05-14,In Use,SIN,2023-10-25,57
ULD003783,PLA,4627,12.0,2024-09-20,Retired,FRA,2024-11-08,43
ULD003784,AMA,6804,18.0,2022-02-06,Available,DOH,2024-07-10,54
ULD003785,AAP,6032,16.0,2022-10-07,Under Maintenance,MAD,2023-08-22,61
ULD003786,AKH,1588,11.5,2020-12-26,Available,LAX,2024-09-10,55
ULD003787,AKE,1588,10.4,2021-04-13,In Use,CDG,2023-06-18,49
ULD003788,PLA,4627,12.0,2021-10-11,In Use,MAD,2024-07-13,48
ULD003789,PLA,4627,12.0,2021-01-23,In Use,LAX,2023-10-05,48
ULD003790,P6P,13608,36.0,2020-07-24,Available,JFK,2024-06-02,52
ULD003791,AAP,6032,16.0,2020-12-08,In Use,CAN,2025-01-23,34
ULD003792,P1P,6804,18.0,2022-12-25,In Use,CDG,2023-07-23,42
ULD003793,AKH,1588,11.5,2021-11-20,Under Maintenance,DEL,2025-01-04,39
ULD003794,PAG,6804,18.0,2021-03-21,Available,MEL,2024-08-08,45
ULD003795,PLA,4627,12.0,2020-04-18,In Use,JFK,2024-11-02,64
ULD003796,P1P,6804,18.0,2024-07-10,In Use,DXB,2025-01-28,49
ULD003797,P1P,6804,18.0,2020-06-11,In Use,MAD,2024-10-17,50
ULD003798,AKE,1588,10.4,2025-01-07,In Use,ORD,2024-10-18,46
ULD003799,PLA,4627,12.0,2023-05-09,Retired,HKG,2024-01-07,47
ULD003800,PAG,6804,18.0,2021-02-27,In Use,BKK,2024-03-04,56
ULD003801,AKH,1588,11.5,2020-10-28,In Use,BKK,2023-09-06,52
ULD003802,AMA,6804,18.0,2023-11-03,Retired,JFK,2023-06-27,45
ULD003803,PLA,4627,12.0,2023-09-20,Under Maintenance,DOH,2024-07-12,44
ULD003804,DQF,2449,7.0,2021-11-23,Available,MEL,2024-10-07,50
ULD003805,AKE,1588,10.4,2024-10-07,In Use,FRA,2024-07-16,65
ULD003806,AAP,6032,16.0,2022-09-13,In Use,NRT,2023-09-13,53
ULD003807,P1P,6804,18.0,2023-07-08,In Use,AMS,2024-11-30,51
ULD003808,AKE,1588,10.4,2024-12-31,In Use,CDG,2024-01-08,45
ULD003809,DQF,2449,7.0,2024-08-13,In Use,ORD,2023-08-11,46
ULD003810,AAP,6032,16.0,2023-04-21,In Use,SIN,2024-09-16,34
ULD003811,P1P,6804,18.0,2021-08-24,Retired,SIN,2024-05-10,54
ULD003812,PAG,6804,18.0,2020-09-10,Under Maintenance,HKG,2025-01-18,49
ULD003813,AAP,6032,16.0,2024-09-09,In Use,CDG,2024-01-16,48
ULD003814,DQF,2449,7.0,2024-02-03,In Use,SYD,2024-03-06,48
ULD003815,DQF,2449,7.0,2020-07-19,In Use,DOH,2024-06-24,65
ULD003816,AKE,1588,10.4,2021-07-31,In Use,AMS,2024-09-04,50
ULD003817,AKE,1588,10.4,2023-05-20,Available,NRT,2023-11-25,50
ULD003818,PLA,4627,12.0,2023-07-15,In Use,LAX,2023-08-18,46
ULD003819,P6P,13608,36.0,2022-12-03,Available,SIN,2023-11-13,51
ULD003820,AAP,6032,16.0,2023-02-16,In Use,SYD,2024-09-16,45
ULD003821,AMA,6804,18.0,2023-02-08,In Use,JFK,2024-06-30,47
ULD003822,AKH,1588,11.5,2023-10-21,Retired,MAD,2024-12-14,70
ULD003823,PLA,4627,12.0,2022-04-02,Under Maintenance,PVG,2024-11-19,48
ULD003824,PMC,6804,18.0,2024-01-25,In Use,DEL,2024-04-24,48
ULD003825,AKE,1588,10.4,2023-01-20,In Use,AMS,2023-08-21,44
ULD003826,DQF,2449,7.0,2024-05-20,In Use,PVG,2024-01-23,51
ULD003827,PAG,6804,18.0,2024-02-27,Retired,HKG,2024-05-14,56
ULD003828,PMC,6804,18.0,2020-05-20,In Use,CAN,2023-07-21,55
ULD003829,AMA,6804,18.0,2022-11-06,In Use,IST,2024-02-12,47
ULD003830,AAP,6032,16.0,2021-07-10,Available,NRT,2023-09-09,47
ULD003831,AMA,6804,18.0,2021-02-06,In Use,HKG,2024-04-13,43
ULD003832,PLA,4627,12.0,2023-06-22,In Use,DEL,2024-06-01,45
ULD003833,AKH,1588,11.5,2020-03-14,In Use,DXB,2024-08-12,50
ULD003834,AAP,6032,16.0,2024-12-30,Available,BKK,2024-06-29,43
ULD003835,PAG,6804,18.0,2021-04-22,Available,MAD,2025-01-06,42
ULD003836,P6P,13608,36.0,2024-12-01,In Use,CAN,2023-10-19,56
ULD003837,DQF,2449,7.0,2021-05-25,Available,NRT,2024-01-11,55
ULD003838,PAG,6804,18.0,2022-08-25,In Use,NRT,2023-10-09,57
ULD003839,P6P,13608,36.0,2023-07-27,Available,LHR,2025-01-11,43
ULD003840,PLA,4627,12.0,2021-01-19,In Use,CDG,2024-11-13,41
ULD003841,AAP,6032,16.0,2022-09-28,In Use,LHR,2023-10-16,49
ULD003842,AMA,6804,18.0,2020-09-10,In Use,MEL,2024-10-16,55
ULD003843,AKE,1588,10.4,2021-11-02,In Use,AMS,2024-07-29,54
ULD003844,PAG,6804,18.0,2021-08-03,In Use,CAN,2024-04-19,46
ULD003845,PLA,4627,12.0,2022-11-06,In Use,CDG,2023-06-23,58
ULD003846,PMC,6804,18.0,2024-01-11,In Use,PVG,2024-02-09,45
ULD003847,PMC,6804,18.0,2021-07-07,In Use,DXB,2023-12-01,57
ULD003848,P1P,6804,18.0,2023-12-18,Under Maintenance,MEL,2024-11-13,47
ULD003849,AAP,6032,16.0,2021-12-10,In Use,AMS,2024-06-17,50
ULD003850,P1P,6804,18.0,2022-01-28,In Use,HKG,2023-08-11,44
ULD003851,PAG,6804,18.0,2023-10-13,Available,DXB,2024-01-07,43
ULD003852,AKH,1588,11.5,2021-12-06,Available,ORD,2023-08-04,63
ULD003853,AKE,1588,10.4,2021-05-27,Retired,NRT,2024-08-22,60
ULD003854,AKH,1588,11.5,2020-02-19,In Use,MAD,2024-03-12,53
ULD003855,AKH,1588,11.5,2023-10-01,In Use,BKK,2024-04-20,56
ULD003856,AAP,6032,16.0,2021-10-17,Under Maintenance,BKK,2023-06-07,42
ULD003857,PMC,6804,18.0,2022-07-08,In Use,JFK,2024-02-01,57
ULD003858,P1P,6804,18.0,2023-12-10,In Use,IST,2024-12-05,48
ULD003859,AMA,6804,18.0,2020-03-27,In Use,FRA,2023-08-24,47
ULD003860,AKE,1588,10.4,2020-06-28,In Use,SYD,2023-08-17,51
ULD003861,P1P,6804,18.0,2024-07-02,In Use,NRT,2024-02-18,38
ULD003862,P6P,13608,36.0,2022-10-19,Under Maintenance,IST,2024-05-04,50
ULD003863,AKE,1588,10.4,2021-07-21,Available,SYD,2023-10-28,44
ULD003864,P1P,6804,18.0,2022-05-20,In Use,IST,2024-09-01,50
ULD003865,AAP,6032,16.0,2021-08-19,In Use,HKG,2023-12-03,63
ULD003866,AAP,6032,16.0,2020-05-19,In Use,DEL,2024-05-13,48
ULD003867,AMA,6804,18.0,2022-08-09,Available,NRT,2023-11-22,56
ULD003868,P1P,6804,18.0,2023-08-11,Under Maintenance,DEL,2023-11-03,41
ULD003869,PLA,4627,12.0,2023-05-18,Under Maintenance,DXB,2023-10-05,51
ULD003870,AKE,1588,10.4,2023-06-16,Retired,LAX,2024-08-29,55
ULD003871,DQF,2449,7.0,2024-04-18,In Use,IST,2024-12-18,40
ULD003872,PLA,4627,12.0,2020-07-16,Under Maintenance,MAD,2023-12-19,44
ULD003873,PAG,6804,18.0,2021-12-02,In Use,BKK,2024-03-25,67
ULD003874,AKE,1588,10.4,2022-06-12,In Use,PVG,2024-10-10,52
ULD003875,DQF,2449,7.0,2021-11-24,In Use,DEL,2024-05-21,47
ULD003876,P6P,13608,36.0,2024-09-02,Retired,LHR,2023-09-19,53
ULD003877,PLA,4627,12.0,2022-02-05,In Use,AMS,2023-12-25,54
ULD003878,AAP,6032,16.0,2025-01-10,Available,FRA,2024-08-29,50
ULD003879,PLA,4627,12.0,2021-11-07,Available,ORD,2023-11-23,49
ULD003880,PLA,4627,12.0,2024-05-04,In Use,FRA,2024-06-23,56
ULD003881,PAG,6804,18.0,2022-01-07,In Use,DXB,2024-04-30,48
ULD003882,AAP,6032,16.0,2022-10-18,Under Maintenance,HKG,2024-10-12,40
ULD003883,P6P,13608,36.0,2024-05-25,Under Maintenance,NRT,2024-02-02,60
ULD003884,AMA,6804,18.0,2024-09-13,In Use,DXB,2024-10-27,55
ULD003885,PAG,6804,18.0,2021-05-06,In Use,HKG,2023-12-22,45
ULD003886,P1P,6804,18.0,2020-01-04,In Use,HKG,2024-08-27,40
ULD003887,P6P,13608,36.0,2021-11-08,In Use,MAD,2024-09-23,58
ULD003888,DQF,2449,7.0,2020-06-06,Available,PVG,2024-08-23,52
ULD003889,P6P,13608,36.0,2020-10-30,In Use,JFK,2023-12-09,35
ULD003890,PAG,6804,18.0,2023-10-16,Under Maintenance,LHR,2023-12-23,59
ULD003891,PLA,4627,12.0,2025-01-26,Available,DXB,2024-07-19,38
ULD003892,AKH,1588,11.5,2023-12-21,In Use,ORD,2023-10-16,46
ULD003893,P6P,13608,36.0,2021-03-19,In Use,AMS,2023-08-30,58
ULD003894,DQF,2449,7.0,2021-07-23,In Use,HKG,2024-01-27,63
ULD003895,AKH,1588,11.5,2024-10-27,Retired,DEL,2024-01-24,54
ULD003896,P6P,13608,36.0,2021-04-09,Under Maintenance,FRA,2024-12-12,48
ULD003897,PMC,6804,18.0,2020-09-12,Available,ORD,2024-10-07,61
ULD003898,PLA,4627,12.0,2024-03-18,In Use,HKG,2024-04-08,45
ULD003899,DQF,2449,7.0,2021-07-12,Available,DXB,2023-06-15,45
ULD003900,DQF,2449,7.0,2023-10-01,In Use,MEL,2023-11-25,52
ULD003901,PLA,4627,12.0,2023-10-12,In Use,DXB,2023-11-13,35
ULD003902,PAG,6804,18.0,2021-01-08,In Use,HKG,2024-06-15,55
ULD003903,PMC,6804,18.0,2020-03-30,In Use,AMS,2023-07-21,48
ULD003904,AMA,6804,18.0,2024-02-07,In Use,DXB,2024-02-27,47
ULD003905,AKH,1588,11.5,2023-10-25,Retired,AMS,2024-03-22,35
ULD003906,P1P,6804,18.0,2020-05-18,In Use,CAN,2024-10-10,60
ULD003907,PLA,4627,12.0,2020-02-11,In Use,LAX,2024-03-31,43
ULD003908,AKE,1588,10.4,2023-10-22,In Use,CAN,2023-11-22,55
ULD003909,AKH,1588,11.5,2025-01-03,In Use,HKG,2024-06-09,57
ULD003910,AMA,6804,18.0,2024-10-20,In Use,DEL,2023-12-16,55
ULD003911,PLA,4627,12.0,2023-08-31,Available,LHR,2023-09-03,55
ULD003912,PAG,6804,18.0,2024-07-16,In Use,MAD,2024-09-14,58
ULD003913,PMC,6804,18.0,2021-04-02,In Use,IST,2023-12-27,41
ULD003914,AKE,1588,10.4,2023-03-23,Under Maintenance,ORD,2024-01-20,62
ULD003915,AKE,1588,10.4,2022-08-02,In Use,SIN,2024-12-14,58
ULD003916,AKE,1588,10.4,2020-12-16,In Use,MEL,2024-10-03,42
ULD003917,AKH,1588,11.5,2020-03-11,In Use,ORD,2024-06-28,46
ULD003918,AKE,1588,10.4,2023-06-01,Available,DXB,2024-04-14,39
ULD003919,PAG,6804,18.0,2020-07-10,Available,SYD,2023-11-25,49
ULD003920,PAG,6804,18.0,2022-08-16,Retired,FRA,2024-01-06,40
ULD003921,DQF,2449,7.0,2022-12-07,In Use,LHR,2023-11-16,45
ULD003922,PAG,6804,18.0,2023-12-12,In Use,DXB,2024-12-05,52
ULD003923,AAP,6032,16.0,2023-09-23,In Use,PVG,2023-12-14,51
ULD003924,PAG,6804,18.0,2021-01-19,Available,SYD,2023-09-28,58
ULD003925,AAP,6032,16.0,2021-01-16,Available,JFK,2024-10-23,44
ULD003926,PAG,6804,18.0,2024-11-08,In Use,PVG,2023-11-30,46
ULD003927,AMA,6804,18.0,2021-05-19,In Use,BKK,2024-05-21,49
ULD003928,AKH,1588,11.5,2021-01-10,Under Maintenance,JFK,2023-09-11,59
ULD003929,PLA,4627,12.0,2024-10-01,In Use,AMS,2024-09-05,64
ULD003930,AAP,6032,16.0,2024-05-30,Available,CDG,2024-02-07,45
ULD003931,DQF,2449,7.0,2022-12-01,Under Maintenance,AMS,2024-08-09,46
ULD003932,PAG,6804,18.0,2021-06-17,In Use,MAD,2024-06-18,50
ULD003933,PAG,6804,18.0,2022-01-10,Available,SIN,2024-12-19,50
ULD003934,PAG,6804,18.0,2023-11-28,In Use,CDG,2023-11-15,48
ULD003935,P6P,13608,36.0,2024-01-12,In Use,IST,2024-03-21,42
ULD003936,P1P,6804,18.0,2022-04-29,In Use,PVG,2024-08-17,55
ULD003937,P1P,6804,18.0,2022-12-25,In Use,DEL,2024-07-10,53
ULD003938,AKH,1588,11.5,2022-01-27,In Use,JFK,2024-11-18,52
ULD003939,P6P,13608,36.0,2023-04-07,Under Maintenance,LAX,2023-11-06,50
ULD003940,DQF,2449,7.0,2022-01-10,In Use,MEL,2024-07-17,50
ULD003941,P1P,6804,18.0,2021-02-21,In Use,NRT,2023-06-18,55
ULD003942,PLA,4627,12.0,2022-03-31,In Use,BKK,2024-11-10,55
ULD003943,P6P,13608,36.0,2021-06-01,In Use,JFK,2024-02-24,67
ULD003944,PAG,6804,18.0,2024-06-16,Retired,MAD,2023-11-30,49
ULD003945,AKE,1588,10.4,2024-05-02,In Use,NRT,2023-11-30,50
ULD003946,DQF,2449,7.0,2024-12-08,In Use,FRA,2024-10-26,66
ULD003947,AMA,6804,18.0,2023-11-17,In Use,FRA,2023-12-28,47
ULD003948,PMC,6804,18.0,2024-02-28,In Use,CDG,2023-07-16,46
ULD003949,AAP,6032,16.0,2024-10-14,In Use,FRA,2023-06-30,59
ULD003950,AKE,1588,10.4,2020-06-20,Under Maintenance,AMS,2023-09-13,46
ULD003951,PMC,6804,18.0,2024-01-06,In Use,PVG,2024-09-20,49
ULD003952,P6P,13608,36.0,2022-03-02,In Use,SIN,2024-01-28,49
ULD003953,P1P,6804,18.0,2024-06-23,In Use,CAN,2024-11-14,48
ULD003954,PLA,4627,12.0,2020-03-31,Available,SYD,2023-12-25,47
ULD003955,DQF,2449,7.0,2024-08-11,In Use,SYD,2024-06-08,42
ULD003956,AMA,6804,18.0,2022-09-24,In Use,SYD,2023-07-14,49
