flight_id,flight_number,origin_airport,destination_airport,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,aircraft_type,planned_payload_kg,actual_payload_kg,fuel_consumption_kg,flight_status,captain_id
QR1535F,QR1535,DOH,CDG,2024-09-08 10:55:00,2024-09-08 11:03:16.426816,2024-09-08 20:55:00,2024-09-08 20:39:37.657989,B777F,82584.18592345284,1452.59,51230.0858962891,Completed,4792278c
QR1536F,QR1536,CAN,DOH,2024-06-30 18:51:00,2024-06-30 18:53:18.642645,2024-07-01 03:51:00,2024-07-01 04:08:06.664743,A330-300,117342.49246410932,1685.59,64563.74889956923,Completed,05f2b487
QR1537F,QR1537,SYD,DOH,2024-08-24 14:16:00,2024-08-24 14:23:27.766556,2024-08-24 22:16:00,2024-08-24 22:36:58.478613,A350F,94443.62315981172,6074.51,70215.21121735159,Completed,f47de276
QR1538F,QR1538,DOH,JFK,2024-09-07 11:43:00,2024-09-07 11:49:04.579056,2024-09-07 19:43:00,2024-09-07 20:11:23.130720,B777-300ER,83295.26956313642,1168.74,64365.77802254189,Completed,5733cd57
QR1539F,QR1539,DOH,CAN,2025-01-26 21:54:00,2025-01-26 21:45:05.500992,2025-01-27 12:54:00,2025-01-27 12:15:51.960336,B777-300ER,90425.17191499866,7314.06,58815.84270517214,Completed,40ed4ffe
QR1540F,QR1540,DOH,PVG,2024-01-09 00:43:00,2024-01-09 00:40:51.163564,2024-01-09 04:43:00,2024-01-09 04:39:09.840246,B747-8F,82519.05760586643,,48531.51374886222,Completed,90e49eaf
QR1541F,QR1541,DEL,DOH,2024-06-15 06:28:00,2024-06-15 06:20:17.863810,2024-06-15 21:28:00,2024-06-15 21:28:27.035709,A350F,104152.03072048756,1044.79,61834.92878275513,Completed,62485a5c
QR1542F,QR1542,DOH,SIN,2024-07-13 15:05:00,2024-07-13 15:05:13.566014,2024-07-14 05:05:00,2024-07-14 05:12:20.600441,B747-8F,114032.5066588049,,67755.61294733208,Completed,e52da718
QR1543F,QR1543,DOH,SIN,2024-05-02 21:33:00,2024-05-02 21:26:47.841422,2024-05-03 04:33:00,2024-05-03 04:31:12.214039,B777-300ER,84617.34559934036,159.79,55678.192487871245,Completed,a26fa0d5
QR1544F,QR1544,DOH,CDG,2024-01-02 14:10:00,2024-01-02 14:19:13.005792,2024-01-03 00:10:00,2024-01-03 00:29:45.468796,B777F,92658.98126551433,,61082.80273569146,Completed,2b9a680d
QR1545F,QR1545,ORD,DOH,2024-05-27 09:29:00,2024-05-27 09:26:07.449511,2024-05-27 13:29:00,2024-05-27 13:23:01.370548,A330-300,85218.49445678905,518.16,50843.70681094133,Completed,5fb7ca1c
QR1546F,QR1546,MAD,DOH,2024-03-30 03:34:00,2024-03-30 03:27:02.938403,2024-03-30 14:34:00,2024-03-30 14:37:41.369058,A350F,111390.92812569537,20.63,61978.80902129035,Completed,d02066ab
QR1547F,QR1547,DOH,MAD,2024-08-24 20:30:00,2024-08-24 20:20:30.826859,2024-08-25 01:30:00,2024-08-25 01:21:36.620688,A350F,108390.69135766214,1478.12,56500.32395366754,Completed,bd76de74
QR1548F,QR1548,DOH,MEL,2024-07-24 17:33:00,2024-07-24 17:30:40.971020,2024-07-25 03:33:00,2024-07-25 03:23:55.795517,A330-300,88729.95330046286,988.3,64764.90747511395,Completed,c5d85261
QR1549F,QR1549,DEL,DOH,2024-09-25 07:02:00,2024-09-25 06:49:45.464995,2024-09-25 21:02:00,2024-09-25 20:29:23.536141,B747-8F,103185.14110332576,4921.65,59143.937481089444,Completed,84578395
QR1550F,QR1550,DOH,ORD,2024-05-06 08:39:00,2024-05-06 08:39:54.894856,2024-05-06 16:39:00,2024-05-06 16:48:08.219398,B777F,90483.75588719815,952.56,60564.962171589876,Completed,7752cd19
QR1551F,QR1551,DOH,DXB,2025-01-01 19:43:00,2025-01-01 20:54:50.997888,2025-01-02 11:43:00,2025-01-02 12:42:45.723028,B777-300ER,109504.4464692853,6889.37,63920.97549992784,Completed,635de9a1
QR1552F,QR1552,IST,DOH,2024-05-16 20:00:00,2024-05-16 19:53:33.295379,2024-05-17 02:00:00,2024-05-17 02:04:55.749526,B777-300ER,108634.7817433294,485.79,57462.82443581651,Completed,5f26a99c
QR1553F,QR1553,FRA,DOH,2024-04-09 21:03:00,2024-04-09 21:08:30.418191,2024-04-10 02:03:00,2024-04-10 02:25:18.298158,B777-300ER,83678.58269270054,,61781.1656143382,Completed,9ca3cfe4
QR1554F,QR1554,DOH,CAN,2024-12-19 04:37:00,2024-12-19 04:37:33.700354,2024-12-19 08:37:00,2024-12-19 08:33:46.996878,A350F,101464.83611419835,8137.56,66339.49397585444,Completed,4c9adb5a
QR1555F,QR1555,DOH,DXB,2024-09-10 02:38:00,2024-09-10 02:30:12.756291,2024-09-10 12:38:00,2024-09-10 12:22:34.146438,B747-8F,99283.24632929094,4984.72,68083.20589494448,Completed,e09c6a67
QR1556F,QR1556,DOH,LHR,2024-09-22 04:11:00,2024-09-22 05:42:36.225377,2024-09-22 17:11:00,2024-09-22 18:02:14.679628,B777F,104155.81200579088,2658.21,55124.69637289794,Completed,623a70ef
QR1557F,QR1557,DOH,BKK,2024-05-07 16:00:00,2024-05-07 18:49:33.269281,2024-05-08 05:00:00,2024-05-08 07:53:42.803546,B747-8F,110913.79776938674,2057.37,58877.58922768286,Completed,9842fe31
QR1558F,QR1558,DOH,NRT,2024-10-17 16:52:00,2024-10-17 17:01:52.829589,2024-10-18 06:52:00,2024-10-18 07:54:35.138271,A330-300,87763.7815715842,1093.24,61692.96874894608,Completed,31d12193
QR1559F,QR1559,DOH,DXB,2024-12-07 10:54:00,2024-12-07 11:29:05.165619,2024-12-07 18:54:00,2024-12-07 19:32:18.484732,B777-300ER,90928.07326691928,6208.31,58134.94174258429,Completed,60edaa7b
QR1560F,QR1560,DOH,LAX,2024-09-30 03:01:00,2024-09-30 03:15:49.466417,2024-09-30 18:01:00,2024-09-30 18:29:53.657058,B777F,92876.43054327287,4955.54,61049.94097040248,Completed,02688607
QR1561F,QR1561,DOH,HKG,2024-12-09 04:58:00,2024-12-09 05:11:14.294768,2024-12-09 11:58:00,2024-12-09 12:16:41.664947,B777F,114743.02528149815,5884.22,62548.89565346892,Completed,2871b57f
QR1562F,QR1562,DEL,DOH,2024-08-25 22:30:00,2024-08-25 22:28:47.107737,2024-08-26 02:30:00,2024-08-26 02:15:53.105509,B747-8F,115598.40486461273,3407.99,65917.67722384301,Completed,4a17b330
QR1563F,QR1563,FRA,DOH,2024-04-22 03:31:00,2024-04-22 03:29:54.087817,2024-04-22 08:31:00,2024-04-22 08:12:12.412326,A350F,115822.4692130751,916.37,53646.217725391514,Completed,7404a8bd
QR1564F,QR1564,DOH,PVG,2024-11-24 14:58:00,2024-11-24 15:14:38.653272,2024-11-25 03:58:00,2024-11-25 04:04:40.070519,B777-300ER,117952.03318710541,4083.32,63658.93243196109,Completed,ac6235a1
QR1565F,QR1565,ORD,DOH,2024-05-18 00:21:00,2024-05-18 00:46:38.413634,2024-05-18 10:21:00,2024-05-18 10:42:17.695178,B777-300ER,99706.56903322115,1245.19,60915.049751869934,Completed,4db18952
QR1566F,QR1566,CAN,DOH,2024-08-10 18:20:00,2024-08-10 18:19:07.043862,2024-08-11 05:20:00,2024-08-11 05:16:03.660300,A350F,97732.8002591632,1102.05,62707.66248227723,Completed,900576d5
QR1567F,QR1567,ORD,DOH,2024-10-28 14:29:00,2024-10-28 14:21:17.007244,2024-10-29 00:29:00,2024-10-29 00:13:28.513038,B777F,106531.22547431273,2738.6,54645.71352224185,Completed,5d57008a
QR1568F,QR1568,DOH,DEL,2024-12-17 22:29:00,2024-12-17 22:46:07.384637,2024-12-18 12:29:00,2024-12-18 12:44:11.688706,B747-8F,118448.31604891439,7457.64,61760.19555003809,Completed,f4920064
QR1569F,QR1569,DOH,DXB,2024-07-28 01:14:00,2024-07-28 01:07:33.517105,2024-07-28 09:14:00,2024-07-28 09:00:42.844052,A330-300,81314.50903180559,520.21,52806.35125026815,Completed,87392162
QR1570F,QR1570,FRA,DOH,2024-03-30 10:58:00,2024-03-30 10:53:57.433053,2024-03-30 21:58:00,2024-03-30 21:41:42.368915,B777-300ER,93679.4322115194,,61351.66041580666,Cancelled,2cede514
QR1571F,QR1571,MEL,DOH,2024-07-02 17:17:00,2024-07-02 17:21:28.027140,2024-07-02 21:17:00,2024-07-02 21:22:37.865762,A330-300,89668.54928365271,2044.98,61849.20345376523,Completed,05f81744
QR1572F,QR1572,FRA,DOH,2024-08-14 23:51:00,2024-08-14 23:38:56.650589,2024-08-15 04:51:00,2024-08-15 04:21:38.716434,A330-300,93059.77310653006,353.07,61793.37353025572,Completed,319e9b07
QR1573F,QR1573,DOH,SYD,2024-07-18 09:10:00,2024-07-18 09:30:08.219010,2024-07-18 20:10:00,2024-07-18 20:14:25.672374,A330-300,80885.56651768583,314.2,58290.27094084374,Completed,7b9ab4fa
QR1574F,QR1574,DEL,DOH,2024-01-31 22:56:00,2024-01-31 22:52:57.681942,2024-02-01 09:56:00,2024-02-01 09:49:41.792333,A350F,111417.80123408958,,61664.75100245061,Completed,2cdb0933
QR1575F,QR1575,DOH,DEL,2024-09-07 15:25:00,2024-09-07 15:19:14.765472,2024-09-08 02:25:00,2024-09-08 02:09:02.464412,B777-300ER,112509.20197726344,5242.74,59088.2981835819,Completed,9e749cf0
QR1576F,QR1576,HKG,SIN,2025-01-10 10:29:00,2025-01-10 10:54:59.918447,2025-01-10 23:29:00,2025-01-11 00:00:38.890286,A350F,81810.33255482206,9364.61,58739.215745822105,Completed,a17fdd87
QR1577F,QR1577,MEL,DOH,2024-01-14 16:21:00,2024-01-14 16:27:25.272602,2024-01-15 06:21:00,2024-01-15 06:16:01.586018,B777F,108375.11721239556,,58483.265405900725,Completed,ba0c9a61
QR1578F,QR1578,BKK,DOH,2025-01-10 21:24:00,2025-01-10 21:22:32.428201,2025-01-11 06:24:00,2025-01-11 06:16:08.035487,A350F,87828.5365971306,9372.95,64104.51652717929,Completed,099528c3
QR1579F,QR1579,CDG,DOH,2024-08-15 20:45:00,2024-08-15 20:53:52.385377,2024-08-16 01:45:00,2024-08-16 01:54:23.652488,B747-8F,81741.86311373502,4085.7,62030.79415065282,Completed,75031703
QR1580F,QR1580,FRA,DOH,2024-06-07 01:39:00,2024-06-07 01:53:53.781170,2024-06-07 12:39:00,2024-06-07 13:17:25.523066,A350F,118632.9769776653,,57604.46451901544,Completed,8034d95e
QR1581F,QR1581,DOH,JFK,2024-03-25 20:13:00,2024-03-25 20:07:41.993545,2024-03-26 06:13:00,2024-03-26 06:01:39.511984,B747-8F,116515.26980890788,,56516.95157903878,Completed,b5fb4101
QR1582F,QR1582,AMS,DOH,2024-01-02 02:42:00,2024-01-02 03:00:58.720845,2024-01-02 06:42:00,2024-01-02 07:24:28.754195,A350F,110921.2759482287,,62336.51350647441,Completed,7a2bfe5d
QR1583F,QR1583,DOH,HKG,2024-04-08 04:35:00,2024-04-08 04:33:37.701053,2024-04-08 10:35:00,2024-04-08 10:45:26.247379,B747-8F,91736.4364007758,,54532.206571722556,Completed,4c273918
QR1584F,QR1584,CDG,DOH,2024-01-07 09:12:00,2024-01-07 09:39:05.179016,2024-01-07 16:12:00,2024-01-07 17:06:16.299680,B747-8F,96799.431938238,,59472.375863369554,Completed,9abfe810
QR1585F,QR1585,DXB,DOH,2024-08-16 08:17:00,2024-08-16 08:05:01.380389,2024-08-17 00:17:00,2024-08-17 00:19:49.498981,A350F,99733.05107186188,3848.98,63147.47077999796,Completed,ffc64eb2
QR1586F,QR1586,HKG,SIN,2024-04-29 18:16:00,2024-04-29 18:12:59.809114,2024-04-30 08:16:00,2024-04-30 07:55:19.216073,B777F,111451.75715366793,1195.88,68398.64238186053,Completed,9d9e2b50
QR1587F,QR1587,DOH,SYD,2024-12-01 14:34:00,2024-12-01 14:26:33.130290,2024-12-01 23:34:00,2024-12-01 23:02:13.306549,B747-8F,111846.02032092298,9413.94,60226.07858548755,Completed,7fa4b2df
QR1588F,QR1588,DXB,DOH,2024-07-31 15:45:00,2024-07-31 15:45:30.645783,2024-07-31 19:45:00,2024-07-31 19:32:42.749476,A350F,88355.6413697362,3071.28,60025.715707372336,Completed,199007d1
QR1589F,QR1589,CAN,DOH,2024-04-15 10:18:00,2024-04-15 10:10:24.644076,2024-04-16 02:18:00,2024-04-16 02:38:35.458307,B777-300ER,109790.0277220762,1114.33,59980.12164356709,Completed,5178f48c
QR1590F,QR1590,PVG,DOH,2024-02-11 00:16:00,2024-02-11 00:55:02.136457,2024-02-11 09:16:00,2024-02-11 10:21:27.046565,B777-300ER,103077.80970575841,178.43,53952.90666142455,Completed,d2688888
QR1591F,QR1591,DOH,DXB,2024-05-23 14:26:00,2024-05-23 14:44:19.868489,2024-05-23 22:26:00,2024-05-23 22:22:08.688130,B747-8F,117889.9150682505,1986.62,59333.512165030355,Completed,6dc78925
QR1592F,QR1592,FRA,DOH,2024-08-26 17:55:00,2024-08-26 17:51:53.611871,2024-08-27 03:55:00,2024-08-27 04:04:48.661483,A330-300,85248.99807109161,1428.44,52781.14972211729,Completed,4fe718e0
QR1593F,QR1593,HKG,SIN,2024-08-11 00:43:00,2024-08-11 01:47:12.037557,2024-08-11 07:43:00,2024-08-11 08:54:21.635868,A330-300,98336.55327168791,2335.13,65156.58030966746,Diverted,e62c4d45
QR1594F,QR1594,DOH,HKG,2024-07-10 15:02:00,2024-07-10 15:21:02.807929,2024-07-10 20:02:00,2024-07-10 20:20:56.992495,A330-300,102677.19808718738,46.86,51286.51649105518,Diverted,d8dc0bbd
QR1595F,QR1595,HKG,SIN,2024-09-13 13:59:00,2024-09-13 14:08:04.029410,2024-09-14 02:59:00,2024-09-14 02:55:53.887550,A330-300,94293.9476665837,487.84,59635.44516087921,Completed,d0fff626
QR1596F,QR1596,DOH,PVG,2024-03-09 15:10:00,2024-03-09 15:12:03.903375,2024-03-10 03:10:00,2024-03-10 03:13:24.208833,A350F,118522.56451052081,538.54,70578.06591665627,Completed,2a6acde0
QR1597F,QR1597,DOH,HKG,2024-06-04 08:51:00,2024-06-04 08:57:09.814406,2024-06-04 16:51:00,2024-06-04 17:13:44.909061,A330-300,107812.32432374122,175.22,59101.36817607099,Completed,37f67f8d
QR1598F,QR1598,NRT,DOH,2024-12-26 15:58:00,2024-12-26 15:54:24.973141,2024-12-27 01:58:00,2024-12-27 01:35:55.891868,B777-300ER,81993.87496457818,15552.97,65468.82823714244,Completed,1250e62d
QR1599F,QR1599,DOH,CDG,2024-10-22 17:35:00,2024-10-22 17:29:51.438617,2024-10-23 04:35:00,2024-10-23 04:43:21.285164,B777F,82524.20899434714,5787.41,59374.813578398,Completed,d340ba64
QR1600F,QR1600,DOH,PVG,2024-03-04 15:19:00,2024-03-04 15:16:51.494338,2024-03-04 20:19:00,2024-03-04 20:24:48.907249,B747-8F,92867.36186668137,639.99,56886.635113415614,Completed,f3cc01df
QR1601F,QR1601,DOH,LHR,2024-04-26 02:46:00,2024-04-26 02:41:04.533533,2024-04-26 11:46:00,2024-04-26 11:47:58.574384,B777-300ER,99715.16718176335,1091.05,65358.31989772375,Completed,58a2771d
QR1602F,QR1602,DOH,PVG,2024-04-26 15:39:00,2024-04-26 16:06:34.412851,2024-04-27 06:39:00,2024-04-27 07:26:27.651496,B777F,116992.86407724679,148.9,59819.28201389731,Completed,4b2f01df
QR1603F,QR1603,HKG,SIN,2024-10-13 13:08:00,2024-10-13 12:53:00.000000,2024-10-13 22:08:00,2024-10-13 21:32:40.732507,B777F,87609.59535235196,1984.66,63752.48016262867,Completed,69e63561
QR1604F,QR1604,DOH,DEL,2024-11-27 14:16:00,2024-11-27 14:38:24.367272,2024-11-27 18:16:00,2024-11-27 18:26:13.041209,B747-8F,89942.30828066962,2133.36,64369.872380158566,Completed,4116a71a
QR1605F,QR1605,DOH,SYD,2024-10-24 09:47:00,2024-10-24 09:32:00.000000,2024-10-25 01:47:00,2024-10-25 01:34:16.856393,B747-8F,111316.1657433824,2446.26,61939.43858539943,Completed,257e1d9d
QR1606F,QR1606,DOH,IST,2024-10-12 04:57:00,2024-10-12 04:43:11.766092,2024-10-12 16:57:00,2024-10-12 16:31:05.216099,B747-8F,98170.7097281049,5421.35,59026.79317709504,Completed,9c043eb7
QR1607F,QR1607,DOH,LHR,2024-05-12 13:03:00,2024-05-12 13:16:40.781641,2024-05-12 21:03:00,2024-05-12 21:11:29.872368,B777-300ER,85241.6883658173,626.08,54765.60748611751,Completed,6aa7571e
QR1608F,QR1608,DOH,ORD,2024-12-15 15:04:00,2024-12-15 14:54:19.170123,2024-12-16 05:04:00,2024-12-16 04:45:50.172637,A330-300,117261.57320630128,7575.3,63141.04005898169,Completed,6f3887fc
QR1609F,QR1609,FRA,DOH,2024-04-12 00:06:00,2024-04-12 00:08:35.041029,2024-04-12 15:06:00,2024-04-12 15:08:32.402933,B777F,89372.76432192104,138.8,62385.621848939554,Completed,52625ec7
QR1610F,QR1610,IST,DOH,2024-01-02 21:08:00,2024-01-02 21:14:27.603179,2024-01-03 03:08:00,2024-01-03 03:25:22.371354,B777-300ER,81617.82912492003,,55168.0587033436,Completed,09ca41a5
QR1611F,QR1611,DOH,CAN,2024-11-03 04:35:00,2024-11-03 04:36:19.610771,2024-11-03 13:35:00,2024-11-03 13:28:04.204086,B747-8F,105682.28586949626,1267.52,54279.41905688231,Completed,3ab9d206
QR1612F,QR1612,FRA,DOH,2024-07-30 00:53:00,2024-07-30 01:07:45.485787,2024-07-30 14:53:00,2024-07-30 15:10:02.460189,B747-8F,84218.62520037677,202.25,66923.93753684145,Completed,05b280ca
QR1613F,QR1613,DEL,DOH,2025-01-09 03:21:00,2025-01-09 03:19:29.790980,2025-01-09 17:21:00,2025-01-09 17:10:21.850134,B777-300ER,99500.6417933899,3997.83,64635.51482915801,Completed,b1af6366
QR1614F,QR1614,DOH,HKG,2024-12-09 13:53:00,2024-12-09 13:45:55.739648,2024-12-10 02:53:00,2024-12-10 03:00:19.581206,A350F,87685.71394786218,184.25,68369.79054833029,Completed,ad6ca74b
QR1615F,QR1615,AMS,DOH,2024-03-11 10:53:00,2024-03-11 10:45:43.520576,2024-03-11 18:53:00,2024-03-11 18:27:25.147787,B777F,113325.81215449702,3466.07,66586.22970073843,Cancelled,566ad6b8
QR1616F,QR1616,DOH,JFK,2024-11-13 09:35:00,2024-11-13 09:28:05.282024,2024-11-13 16:35:00,2024-11-13 16:49:39.671723,A330-300,119050.8640174816,1196.75,58471.31534184618,Completed,a09b3aa7
QR1617F,QR1617,DOH,HKG,2024-04-13 16:59:00,2024-04-13 17:04:29.327109,2024-04-14 07:59:00,2024-04-14 07:58:34.645678,B777F,104872.963452231,1804.3,62557.51499566147,Completed,8284b005
QR1618F,QR1618,IST,DOH,2024-10-03 23:28:00,2024-10-03 23:38:42.396017,2024-10-04 13:28:00,2024-10-04 13:16:52.009026,A350F,82801.4090132466,1502.98,57963.99019127651,Completed,4e8db5a0
QR1619F,QR1619,DOH,BKK,2024-03-24 09:12:00,2024-03-24 09:14:35.687294,2024-03-24 16:12:00,2024-03-24 16:14:52.603867,B777-300ER,109521.67220056825,79.35,64853.92277138571,Completed,ff56081a
QR1620F,QR1620,DOH,IST,2024-02-14 05:38:00,2024-02-14 05:32:52.650692,2024-02-14 15:38:00,2024-02-14 15:21:25.524881,B777-300ER,80572.29959176939,262.37,64702.282891870986,Completed,3e66df6e
QR1621F,QR1621,DOH,MEL,2024-10-23 07:57:00,2024-10-23 07:51:55.481194,2024-10-23 21:57:00,2024-10-23 22:04:26.171709,B777F,91407.81705137681,6828.33,62541.38215595049,Completed,c14613bf
QR1622F,QR1622,DXB,DOH,2024-07-26 08:59:00,2024-07-26 09:12:26.292858,2024-07-26 12:59:00,2024-07-26 13:14:51.803878,B777-300ER,89340.47434373059,2183.9,51920.779350455814,Completed,6e0de063
QR1623F,QR1623,JFK,DOH,2024-05-30 20:01:00,2024-05-30 19:56:31.652937,2024-05-31 09:01:00,2024-05-31 09:14:48.451627,B777-300ER,113347.88867976105,2289.92,65719.72785194567,Completed,71339628
QR1624F,QR1624,IST,DOH,2024-01-21 07:30:00,2024-01-21 07:25:49.314467,2024-01-21 15:30:00,2024-01-21 15:15:29.455381,B747-8F,104619.5367737063,301.72,50412.17690489244,Completed,713f022f
QR1625F,QR1625,SIN,DOH,2024-02-05 04:23:00,2024-02-05 04:25:55.221433,2024-02-05 10:23:00,2024-02-05 11:07:09.125607,B777F,113575.75884479648,,60338.65196808063,Completed,725445b5
QR1626F,QR1626,DOH,NRT,2024-01-31 01:38:00,2024-01-31 01:49:07.730552,2024-01-31 16:38:00,2024-01-31 16:52:35.644425,B777-300ER,94162.63447174335,,55384.21128596157,Completed,0a9d077e
QR1627F,QR1627,DOH,NRT,2024-09-14 21:21:00,2024-09-14 21:39:43.274326,2024-09-15 04:21:00,2024-09-15 04:25:40.210706,B777F,112905.85388585198,1063.06,51548.404870613995,Completed,1d73a16a
QR1628F,QR1628,DOH,CDG,2024-04-15 12:19:00,2024-04-15 12:12:03.782105,2024-04-15 20:19:00,2024-04-15 20:25:15.119619,A350F,90573.80470906784,2706.81,64715.711279444404,Diverted,d314aa9c
QR1629F,QR1629,LHR,DOH,2024-09-06 00:40:00,2024-09-06 00:40:49.800372,2024-09-06 08:40:00,2024-09-06 08:34:04.001971,B747-8F,89207.25115485031,5730.41,61283.73630519765,Completed,2223d9e6
QR1630F,QR1630,DOH,NRT,2024-08-04 10:39:00,2024-08-04 10:46:25.879959,2024-08-05 01:39:00,2024-08-05 01:35:48.610594,B777-300ER,114504.72407037721,3621.65,56556.70564513085,Completed,84d4e8dd
QR1631F,QR1631,DOH,CAN,2025-01-27 20:15:00,2025-01-27 20:12:05.200796,2025-01-28 12:15:00,2025-01-28 12:19:08.554264,B777-300ER,96820.4143230613,6975.97,62433.3834303461,Completed,6443fc86
QR1632F,QR1632,IST,DOH,2024-10-03 15:51:00,2024-10-03 15:57:00.521348,2024-10-04 00:51:00,2024-10-04 00:58:12.241252,B747-8F,116461.96193220693,2729.48,66798.38368250975,Completed,29858e5e
QR1633F,QR1633,DOH,MAD,2024-02-02 05:47:00,2024-02-02 05:37:52.604692,2024-02-02 20:47:00,2024-02-02 20:30:56.355454,B747-8F,108349.2933025946,1071.83,65774.33273540385,Completed,0d4b7f24
QR1634F,QR1634,SIN,DOH,2024-11-15 19:36:00,2024-11-15 19:38:32.356422,2024-11-15 23:36:00,2024-11-15 23:40:27.714094,B777F,113747.69613752267,11882.65,64873.045557110854,Completed,372b98ee
QR1635F,QR1635,HKG,SIN,2024-10-24 02:55:00,2024-10-24 02:41:59.439942,2024-10-24 10:55:00,2024-10-24 10:43:38.218003,B777-300ER,108690.86756749343,3877.57,57697.03264836638,Completed,d84784a8
QR1636F,QR1636,DOH,SYD,2024-08-12 10:16:00,2024-08-12 10:03:35.220436,2024-08-12 14:16:00,2024-08-12 13:54:59.992915,B777-300ER,101505.2270641418,2755.79,57513.46389887643,Completed,850676b0
QR1637F,QR1637,DOH,IST,2024-06-24 19:09:00,2024-06-24 19:18:23.431155,2024-06-25 10:09:00,2024-06-25 10:05:35.840766,B777F,117965.28611666657,743.0,55225.073232682174,Completed,7ce62131
QR1638F,QR1638,DOH,BKK,2025-01-06 18:14:00,2025-01-06 18:21:02.096114,2025-01-07 02:14:00,2025-01-07 02:35:57.065367,B747-8F,85142.73058411875,10413.97,60174.31088055728,Completed,15330fca
QR1639F,QR1639,DOH,SYD,2024-02-25 06:47:00,2024-02-25 06:48:33.861520,2024-02-25 19:47:00,2024-02-25 19:12:29.592104,B747-8F,115946.91022254551,2035.08,60079.57481525335,Completed,75d486c3
QR1640F,QR1640,DOH,IST,2024-03-20 17:44:00,2024-03-20 17:35:50.576371,2024-03-21 04:44:00,2024-03-21 04:21:13.180497,B747-8F,84896.43226746267,1089.27,62665.51805017374,Completed,7324935e
QR1641F,QR1641,DOH,HKG,2024-07-03 07:15:00,2024-07-03 07:43:10.590535,2024-07-03 18:15:00,2024-07-03 19:04:51.736836,B747-8F,88738.81724077855,537.05,66099.66487768241,Completed,dfe6ae63
QR1642F,QR1642,FRA,DOH,2024-09-07 01:11:00,2024-09-07 01:17:56.822982,2024-09-07 11:11:00,2024-09-07 11:35:14.106292,B777-300ER,93951.62354128083,108.51,57282.39123527458,Completed,8f2239c5
QR1643F,QR1643,DOH,IST,2024-03-29 08:01:00,2024-03-29 08:05:44.762354,2024-03-29 20:01:00,2024-03-29 20:06:31.308450,B777-300ER,119249.78402729562,661.56,57689.02408368522,Completed,b3efc7b6
QR1644F,QR1644,DOH,JFK,2024-02-26 01:15:00,2024-02-26 01:00:00.000000,2024-02-26 05:15:00,2024-02-26 04:30:25.366349,B777-300ER,84510.82233956612,1452.7,65883.9169108716,Completed,a0172e82
QR1645F,QR1645,DOH,SIN,2024-02-09 10:06:00,2024-02-09 10:06:26.893879,2024-02-09 21:06:00,2024-02-09 21:16:23.304401,B777F,91317.11716331616,,53504.82181867219,Completed,74e2e027
QR1646F,QR1646,IST,DOH,2024-11-05 01:51:00,2024-11-05 01:42:30.867445,2024-11-05 09:51:00,2024-11-05 09:52:46.739770,B777F,114267.75213306258,6978.29,60810.169968060734,Completed,8ae302c9
QR1647F,QR1647,MEL,DOH,2024-01-12 10:25:00,2024-01-12 10:37:50.987829,2024-01-12 15:25:00,2024-01-12 15:35:30.654341,A330-300,96924.21925105319,,54652.78006802221,Completed,416d2411
QR1648F,QR1648,DOH,HKG,2024-04-13 04:20:00,2024-04-13 04:08:06.125612,2024-04-13 20:20:00,2024-04-13 20:06:01.774281,B777F,95002.35776452425,1800.5,60016.37953551491,Completed,735944a3
QR1649F,QR1649,DOH,HKG,2025-01-07 18:05:00,2025-01-07 18:02:58.685799,2025-01-08 09:05:00,2025-01-08 08:48:55.333890,B777-300ER,111601.07046569139,730.63,50318.15362534459,Completed,27c3919e
QR1650F,QR1650,MEL,DOH,2024-06-06 19:16:00,2024-06-06 19:01:00.000000,2024-06-07 00:16:00,2024-06-07 00:32:17.963054,A330-300,114251.85235195886,2398.15,67252.87850409663,Completed,b126af85
QR1651F,QR1651,DOH,IST,2024-08-09 10:22:00,2024-08-09 10:31:14.389607,2024-08-09 15:22:00,2024-08-09 15:22:58.950173,A350F,102637.34994768188,1748.62,54643.88856752224,Completed,2f573bbb
QR1652F,QR1652,SIN,DOH,2024-06-23 08:26:00,2024-06-23 08:15:34.218580,2024-06-24 00:26:00,2024-06-24 00:35:21.650478,A350F,89232.46925439796,887.63,52533.78506624746,Completed,c2c19653
QR1653F,QR1653,HKG,DOH,2024-12-17 21:42:00,2024-12-17 21:43:23.671480,2024-12-18 11:42:00,2024-12-18 11:55:07.890899,B777-300ER,116800.63107984027,5144.55,59339.8015675888,Completed,5a7b7d5c
QR1654F,QR1654,DOH,NRT,2024-12-15 10:08:00,2024-12-15 10:08:41.529202,2024-12-16 02:08:00,2024-12-16 02:02:59.043447,B777F,90890.07260391879,4419.36,55025.96953195107,Completed,fa1a9b45
QR1655F,QR1655,LHR,JFK,2024-05-22 01:18:00,2024-05-22 01:34:10.730673,2024-05-22 10:18:00,2024-05-22 10:31:41.242686,A330-300,113554.0633705751,756.48,67031.30089587119,Completed,b86ba678
QR1656F,QR1656,MAD,DOH,2024-11-04 19:28:00,2024-11-04 19:35:18.602547,2024-11-05 00:28:00,2024-11-05 00:42:27.524004,B777-300ER,108370.48375118,2404.57,59190.88385912011,Completed,7da64da1
QR1657F,QR1657,LHR,DOH,2024-04-19 16:02:00,2024-04-19 15:47:00.000000,2024-04-20 05:02:00,2024-04-20 04:19:53.463921,B777F,116747.3671177319,264.25,68495.57509435374,Completed,a9b31da1
